K04597,7,4,28,9,1,14,16,5,7,6,4
K04598,3,5,14,4,0,8,9,5,8,4,4
K04599,0,0,0,0,0,0,0,0,1,0,0
K04600,43,13,25,26,5,10,7,27,35,21,50
K04601,5,1,8,4,2,8,3,4,6,0,0
K04602,5,0,2,1,2,3,2,2,3,2,0
K04603,0,1,0,2,0,0,0,2,0,0,0
K04604,1,2,7,3,0,0,1,7,7,0,4
K04605,9,182,46,12,69,43,40,103,71,25,16
K04607,0,2,1,0,3,0,0,0,2,0,2
K04608,30,97,98,80,8,91,42,70,91,48,77
K04611,2,6,12,11,3,11,2,14,7,7,11
K04612,13,187,41,5,11,65,26,48,66,20,10
K04613,0,0,0,0,0,0,1,0,0,2,0
K04615,21,25,16,8,45,20,4,20,33,2,3
K04617,0,0,1,1,1,0,1,0,2,1,0
K04618,4,5,10,5,21,25,13,12,14,19,19
K04622,1,3,0,3,0,0,2,1,2,1,0
K04624,0,0,0,0,0,0,1,0,1,1,0
K04625,0,0,1,0,0,0,0,0,0,0,0
K04626,1,0,0,1,0,1,0,1,1,0,1
K04628,7,4,3,2,0,3,3,2,4,6,1
K04629,0,3,2,1,0,4,5,0,0,0,1
K04630,136,129,207,241,25,191,65,300,275,108,248
K04631,11,8,12,21,3,16,6,14,39,4,23
K04632,5,4,4,4,6,0,0,12,7,1,1
K04633,1,0,0,4,0,0,0,2,3,2,0
K04634,13,6,12,15,18,5,7,11,9,11,10
K04635,0,2,0,0,0,0,0,0,0,1,0
K04636,2,5,7,0,0,1,0,4,5,0,1
K04637,2,0,1,4,3,1,1,2,6,3,2
K04638,103,248,76,62,11,122,46,205,129,55,69
K04639,0,1,1,6,0,1,2,8,1,0,0
K04640,12,3,16,9,6,24,8,14,21,4,9
K04641,0,1,3,0,0,3,0,0,3,0,1
K04643,0,0,1,0,0,1,2,0,1,0,0
K04644,0,0,0,0,0,0,0,0,0,1,0
K04645,0,0,0,0,0,0,0,0,0,0,1
K04646,1728,2684,996,775,191,1904,378,1911,2846,590,812
K04648,86,56,76,47,8,78,39,117,108,54,61
K04649,145,347,88,84,23,190,51,213,337,92,74
K04650,9,52,14,3,0,21,8,15,22,9,2
K04651,13,144,521,229,73,95,579,29,33,150,254
K04652,91,308,1199,625,197,305,1387,81,142,753,760
K04653,21,47,28,13,53,24,21,26,30,14,19
K04654,103,169,194,83,264,129,83,92,167,96,66
K04655,90,216,172,73,358,129,77,114,153,76,79
K04656,201,283,323,127,483,253,203,147,283,137,117
K04657,0,3,0,0,0,0,0,0,0,0,0
K04658,0,0,0,0,0,0,0,0,2,0,0
K04659,158,296,142,149,142,219,150,215,207,129,392
K04660,0,0,0,0,0,0,0,1,0,0,0
K04661,0,0,0,0,0,0,0,2,0,0,0
K04662,0,0,0,0,0,1,0,4,0,0,0
K04663,0,1,0,0,0,0,0,0,0,0,0
K04669,0,0,0,0,0,0,0,0,1,0,0
K04670,0,0,0,0,0,0,0,0,0,0,0
K04671,0,2,0,2,0,1,0,1,0,0,0
K04673,0,0,0,0,0,0,0,2,0,0,0
K04674,9,1,1,0,0,3,0,3,4,2,0
K04675,3,2,3,0,0,2,1,8,11,0,3
K04676,0,4,0,0,2,4,0,10,1,1,0
K04677,0,1,0,0,0,0,1,3,3,0,0
K04678,48,33,68,31,7,85,26,77,83,27,31
K04679,61,32,64,41,16,46,18,49,68,26,32
K04681,75,1144,11,5,0,415,4,30,885,21,9
K04682,1,2,2,2,1,4,3,9,5,1,0
K04683,55,273,45,50,10,102,20,89,92,49,42
K04685,1,0,1,2,3,7,4,6,3,4,1
K04686,1,1,0,0,0,0,0,0,0,0,0
K04688,537,894,430,316,93,647,151,754,1048,229,341
K04691,834,805,581,722,891,954,453,859,633,788,1052
K04695,0,0,0,0,0,0,0,2,1,0,0
K04698,0,0,3,0,0,0,0,5,0,1,0
K04699,0,0,0,0,0,1,0,0,1,0,0
K04702,9,9,11,14,8,14,5,20,35,4,0
K04703,1,4,0,1,0,0,0,2,8,0,0
K04705,20,9,11,1,4,14,12,18,15,6,2
K04706,8,7,21,10,2,9,1,16,26,9,4
K04707,2,2,4,1,1,6,3,2,9,3,1
K04708,140,169,138,106,151,160,171,210,191,171,97
K04709,2,6,4,2,1,6,4,2,5,4,2
K04710,152,302,99,96,13,223,48,216,410,89,80
K04711,77,145,80,78,25,99,56,97,102,43,80
K04712,219,588,253,272,79,288,104,507,412,122,315
K04713,2,8,13,10,16,7,17,3,2,4,5
K04714,5,12,24,1,8,6,9,16,18,7,3
K04715,3,12,18,8,25,12,10,15,6,4,6
K04716,3,2,2,0,4,1,2,4,3,2,2
K04717,1,0,2,0,0,0,3,0,0,0,2
K04718,206,651,156,82,229,408,140,311,720,152,90
K04719,432,1300,244,343,2769,482,170,471,844,127,267
K04720,55,252,845,363,1712,199,1374,222,167,670,489
K04723,0,2,0,0,0,0,0,0,0,0,0
K04725,20,16,15,16,6,22,9,22,27,9,13
K04727,29,36,31,22,4,20,6,28,25,14,11
K04728,351,1093,124,118,19,1080,59,381,1959,128,84
K04729,0,0,0,0,0,0,0,0,0,1,0
K04730,688,993,374,304,74,633,138,435,1349,239,297
K04731,6,1,1,4,1,1,0,1,1,0,1
K04732,0,0,0,0,0,2,1,0,0,0,0
K04733,174,94,195,86,34,147,66,102,153,82,62
K04734,28,18,16,8,25,22,9,9,21,17,18
K04739,1100,1352,1084,845,272,1224,505,1228,1558,589,904
K04740,27,12,20,18,6,19,14,17,14,19,12
K04742,2,0,0,0,0,0,0,1,0,0,0
K04743,0,0,0,0,0,0,0,0,0,1,0
K04744,10364,3524,4357,3710,9400,3306,5329,2648,2683,3453,3121
K04745,0,0,0,0,0,0,0,1,0,0,0
K04746,0,0,0,0,0,1,1,1,1,0,0
K04748,1874,1441,466,269,5710,895,440,534,1030,648,536
K04749,141,254,162,281,338,184,384,206,212,126,201
K04750,10,81,16,18,148,44,6,10,41,6,20
K04751,1447,3807,1920,2655,3644,4026,1460,3160,3034,2511,4633
K04752,2184,3618,3145,1928,2175,3474,2998,2162,2517,3498,2706
K04753,7,36,18,24,15,23,23,8,37,23,51
K04754,7035,6782,5952,5547,6379,7577,5590,6754,4634,6713,9142
K04755,5205,4097,6388,3667,4225,5198,5908,5761,3202,6310,5380
K04756,4,31,51,27,12,54,53,46,29,48,27
K04757,1108,755,1815,2245,695,537,2300,981,442,1025,1958
K04758,177,82,71,22,149,87,50,109,94,62,43
K04759,2165,2140,859,416,3468,1656,521,855,1751,651,686
K04760,652,751,290,122,608,696,176,293,734,320,237
K04761,5995,3198,2090,2021,4585,3428,1567,2369,2846,2269,2616
K04762,1145,1142,599,659,750,1229,454,690,1172,605,1090
K04763,7243,6940,4907,5158,9575,7360,4419,6397,5142,5477,7252
K04764,2817,2317,2414,2178,3257,2652,2365,1887,1749,2411,3181
K04765,2219,2387,1425,1921,2920,2590,1096,2150,2093,1519,2636
K04767,43,75,44,42,271,61,58,58,102,45,53
K04768,854,2058,952,1030,1460,1603,950,1452,1795,1200,1991
K04770,1,74,20,34,220,83,18,62,76,18,46
K04771,17059,17788,20772,19494,20757,22214,18102,21599,13226,23183,27538
K04772,922,1573,1013,795,2122,1364,922,1155,1150,1063,1279
K04773,5377,5092,7429,5924,5503,6176,6875,6514,3988,8231,7670
K04774,3861,3447,3586,3281,4223,4520,3245,3909,2986,4289,4418
K04775,15,17,22,46,40,28,30,55,27,22,45
K04780,317,1045,927,223,572,1800,315,347,701,2224,196
K04781,0,0,3,2,0,4,2,1,0,0,0
K04782,23,107,22,117,42,73,48,154,85,61,233
K04783,3,10,1,4,20,6,3,6,8,4,5
K04784,55,135,125,137,45,235,62,133,163,105,139
K04786,103,303,196,136,107,352,107,246,289,155,208
K04787,3,31,8,10,41,28,10,9,9,1,9
K04788,66,50,32,33,11,53,19,45,72,33,34
K04789,67,144,137,35,63,306,59,93,188,315,68
K04790,13,27,25,37,19,23,14,49,40,18,42
K04791,0,2,0,3,1,7,2,0,0,1,3
K04792,19,59,26,17,29,94,13,29,72,59,23
K04793,0,0,0,3,0,0,0,0,0,0,0
K04794,192,1500,380,375,1479,608,301,1081,816,255,685
K04795,58,596,70,68,1800,181,122,227,263,50,159
K04796,49,176,0,0,1984,32,0,28,96,0,0
K04797,78,414,37,26,1342,99,16,100,217,24,36
K04798,73,167,19,23,1233,99,4,99,195,19,7
K04799,616,3885,832,811,4491,1470,878,2525,2211,685,1305
K04800,66,472,156,139,891,224,201,489,200,130,296
K04801,373,4095,724,867,5014,1302,833,2455,1851,863,1662
K04802,307,825,312,211,3208,461,358,555,732,286,296
K04803,1,0,0,0,2,0,2,1,0,3,0
K04804,5,5,1,1,2,3,7,1,5,3,5
K04805,0,1,3,2,0,0,2,1,1,2,2
K04806,0,2,0,0,1,1,2,0,2,0,0
K04807,0,2,6,7,0,3,4,0,4,1,4
K04808,0,6,1,0,0,0,3,1,1,3,0
K04809,1,3,4,2,6,0,5,3,6,2,2
K04810,0,1,5,2,2,1,5,0,1,0,3
K04811,0,9,4,1,0,0,1,0,3,0,3
K04812,0,0,4,4,0,1,2,0,0,0,2
K04813,0,0,0,1,0,0,1,0,1,0,0
K04814,2,2,4,9,0,1,4,3,2,3,8
K04815,0,1,3,1,0,1,1,1,0,0,0
K04816,0,2,0,0,2,1,0,2,0,1,0
K04817,0,0,1,2,0,0,0,0,0,0,0
K04818,2,0,0,0,0,0,0,0,0,0,1
K04819,0,7,1,1,2,0,6,2,2,2,4
K04825,0,0,0,0,0,0,0,0,0,0,0
K04827,0,0,0,0,0,0,0,0,0,1,0
K04829,0,0,0,0,2,0,2,0,0,0,0
K04830,0,0,0,0,0,0,1,0,0,0,0
K04831,0,0,0,0,0,0,1,0,0,0,0
K04832,1,1,0,0,0,0,0,0,0,0,0
K04833,1,2,3,1,1,2,0,2,2,2,0
K04834,68,35,56,57,9,63,42,71,73,42,44
K04835,0,3,0,0,34,0,0,0,4,0,0
K04836,1,0,0,0,0,0,1,2,1,0,2
K04837,136,631,146,106,20,167,67,88,146,66,75
K04838,24,14,17,8,5,12,7,9,11,10,3
K04839,4,1,3,1,0,1,1,1,2,1,0
K04840,3,10,7,9,2,11,3,6,13,2,5
K04841,12,5,20,9,1,10,12,5,11,8,8
K04842,4,7,3,3,0,8,2,2,3,3,5
K04843,2,0,0,1,0,0,2,0,1,2,0
K04844,3,1,2,3,10,0,3,0,0,1,0
K04849,91,76,89,87,23,92,53,110,130,60,78
K04850,16,27,18,18,1,13,9,13,30,10,7
K04851,943,846,742,546,135,894,398,1259,1217,544,520
K04852,11,13,11,4,0,13,9,10,13,6,2
K04853,8,8,21,15,3,13,9,19,20,9,16
K04854,132,209,146,106,24,142,69,153,138,72,84
K04855,47,89,51,49,11,59,26,37,63,41,42
K04856,69,168,70,73,15,78,36,46,95,40,43
K04857,98,28,85,85,13,78,52,74,68,34,80
K04858,0,0,0,1,0,0,2,0,0,0,0
K04859,2,1,4,3,0,1,0,9,7,2,2
K04860,26,60,23,42,5,79,20,74,115,31,39
K04861,1,3,8,2,1,7,0,5,8,3,8
K04862,0,0,0,1,0,0,0,2,0,0,0
K04863,3,4,1,5,1,0,1,18,8,4,2
K04864,0,0,0,0,0,0,0,0,0,0,0
K04870,0,0,0,2,0,0,1,0,0,0,0
K04874,39,149,42,30,11,56,27,53,56,22,29
K04875,0,2,0,2,0,1,0,4,4,3,6
K04876,1,3,3,1,4,6,5,0,4,0,1
K04877,4,0,3,2,0,2,1,1,4,1,0
K04878,0,5,2,0,1,3,0,2,5,0,0
K04879,2,2,16,3,1,3,1,10,8,4,1
K04880,22,11,18,16,33,14,9,10,15,2,2
K04881,1,5,4,4,2,4,6,10,6,2,12
K04882,171,406,60,41,323,202,88,67,191,116,51
K04883,617,1045,436,217,794,599,462,854,406,423,348
K04884,338,565,293,81,589,395,229,451,271,253,165
K04885,38,126,45,36,14,46,22,93,74,19,35
K04886,21,25,36,26,5,25,15,36,25,16,28
K04887,19,13,10,6,5,20,6,56,37,6,6
K04888,1,0,1,0,0,0,1,1,0,3,0
K04889,0,0,1,6,0,0,1,2,3,2,2
K04890,2,3,2,0,0,3,3,5,2,4,8
K04891,1,0,0,1,0,0,1,1,7,0,1
K04892,10,10,5,7,3,10,3,13,21,8,6
K04893,0,0,0,0,0,1,0,3,0,0,2
K04899,10,19,9,4,0,2,3,4,11,0,6
K04900,1,1,1,5,1,0,2,4,0,1,4
K04901,2,0,0,0,0,0,1,0,0,1,1
K04902,2,3,3,3,0,3,1,13,14,1,3
K04903,2,2,0,0,0,0,2,0,3,1,4
K04904,4,3,5,2,0,1,3,3,1,4,3
K04905,248,183,235,242,43,251,159,300,285,145,196
K04906,7,2,2,5,2,0,5,2,4,1,3
K04907,2,4,1,4,6,3,1,4,7,1,2
K04908,69,80,36,50,14,79,48,47,49,31,28
K04909,29,6,18,13,4,19,10,14,14,9,16
K04910,14,9,23,25,6,15,18,16,21,9,20
K04911,67,18,40,40,9,29,26,52,50,23,49
K04912,6,0,4,1,1,4,5,4,11,5,4
K04913,1,4,6,2,0,0,1,1,3,0,2
K04914,4,1,3,2,3,4,1,3,2,1,4
K04915,4,1,4,2,0,6,2,3,1,3,1
K04916,3,4,6,4,2,6,3,3,3,1,2
K04917,2,6,2,4,0,3,3,1,16,2,4
K04918,1,0,0,0,0,0,0,0,0,0,0
K04919,4,3,4,3,2,10,1,13,9,5,0
K04920,4,9,9,5,4,2,2,2,6,1,3
K04921,0,0,0,2,0,0,0,2,1,1,4
K04922,0,2,2,1,0,1,0,2,2,2,1
K04923,0,2,1,0,0,2,2,0,0,0,0
K04924,3,3,2,4,0,3,4,1,1,5,3
K04925,2,0,1,0,2,3,1,0,6,1,0
K04926,2,2,0,1,2,2,0,5,15,5,2
K04927,4,0,5,3,1,1,1,1,0,0,0
K04928,0,0,3,1,0,0,1,0,1,1,0
K04929,3,0,0,1,0,0,2,0,0,3,0
K04930,8,6,0,3,3,5,2,18,20,3,9
K04931,0,0,0,0,0,1,0,2,4,0,0
K04932,0,0,0,0,0,0,0,2,0,0,1
K04933,13,8,7,3,7,11,7,15,6,4,13
K04934,2,3,6,1,0,5,2,1,3,1,0
K04935,6,9,6,3,22,5,4,4,7,2,4
K04936,17,16,17,12,10,14,12,98,85,15,6
K04940,140,278,109,95,344,382,67,146,278,112,94
K04942,28,7,0,4,0,4,1,31,18,12,3
K04943,0,0,0,0,0,0,0,0,1,0,0
K04944,2,4,1,0,1,1,0,13,8,1,1
K04945,0,2,2,0,0,1,1,0,0,0,0
K04946,23,774,9,1,0,76,2,5,61,3,1
K04947,4,0,3,1,0,1,0,0,1,0,2
K04948,3,1,1,1,0,0,1,1,1,1,0
K04949,2,3,1,6,0,2,4,2,6,1,3
K04950,22,22,42,33,10,21,21,59,30,26,14
K04951,2,0,4,6,1,3,4,3,11,5,5
K04952,8,10,13,4,11,10,14,16,13,11,8
K04953,2,1,1,1,0,3,1,0,2,3,0
K04954,8,1,1,3,1,4,4,3,6,3,5
K04955,98,61,73,100,21,124,53,150,191,70,58
K04956,8,4,10,18,2,9,8,21,3,13,9
K04957,112,104,47,31,11,65,24,35,118,29,35
K04958,91,43,126,56,32,77,68,112,104,63,64
K04959,6,2,8,4,1,4,4,5,6,6,9
K04960,113,225,253,195,40,182,103,209,302,117,172
K04961,5,6,4,2,2,3,2,3,8,2,2
K04962,14,23,33,29,7,27,10,82,83,18,19
K04963,3,0,1,3,0,4,0,6,0,5,9
K04965,0,0,1,1,0,0,0,1,0,0,0
K04966,1,0,1,1,2,0,1,0,0,0,0
K04967,0,11,12,9,4,2,6,35,36,8,9
K04968,0,3,0,0,2,0,0,0,5,0,1
K04969,1,0,1,0,0,0,0,0,0,0,0
K04970,0,1,0,0,0,0,0,0,1,0,0
K04971,0,0,1,0,0,0,2,0,0,1,1
K04972,0,0,0,0,0,0,2,0,4,1,1
K04974,11,22,7,4,2,9,9,12,18,5,2
K04975,5,7,8,10,2,4,5,13,22,1,10
K04976,0,1,1,3,2,0,0,0,3,1,1
K04977,31,17,73,89,7,50,30,55,44,34,70
K04978,31,16,53,55,4,35,27,64,49,36,51
K04979,1,0,9,5,0,2,2,1,3,1,4
K04980,0,0,1,0,0,0,1,0,0,0,0
K04981,0,2,3,1,0,1,0,3,0,1,4
K04982,1,0,5,0,0,1,2,2,0,0,0
K04983,0,0,3,2,0,1,1,0,2,4,0
K04984,16,30,21,6,46,21,21,22,32,16,14
K04985,4,0,6,4,1,4,7,2,5,1,2
K04986,37,111,67,46,9,74,45,54,67,39,28
K04987,18,8,7,6,8,12,9,12,10,5,7
K04988,10,19,13,11,1,10,9,9,21,12,6
K04989,1,0,0,0,0,0,0,0,0,0,0
K04990,4,1,10,5,4,9,14,3,8,6,15
K04991,1,0,3,0,1,4,0,1,4,2,0
K04994,6,6,4,1,1,4,4,10,6,5,6
K04995,0,0,1,0,0,0,0,1,0,0,0
K04996,0,0,0,0,0,0,1,0,0,0,0
K04997,2,0,0,0,0,1,0,0,1,0,0
K04998,0,0,1,0,0,0,0,0,0,0,0
K04999,2,0,1,0,0,0,0,0,1,1,0
K05000,4,0,0,0,0,0,0,0,0,0,0
K05003,0,0,0,0,0,0,0,2,2,0,0
K05004,1,0,0,0,0,0,0,0,0,0,0
K05005,2,0,0,1,0,1,0,0,0,1,0
K05008,0,0,0,0,0,0,0,0,0,0,1
K05009,0,0,0,0,0,0,1,0,0,0,0
K05010,4,10,4,8,2,6,3,7,7,4,5
K05011,101,74,146,94,25,142,62,205,153,95,106
K05012,62,82,64,49,20,69,34,57,97,22,51
K05015,79,80,96,63,23,70,40,77,88,38,62
K05016,639,1110,574,493,100,768,236,988,1015,319,488
K05017,1,0,0,1,0,0,0,0,0,0,0
K05018,0,0,3,1,0,4,0,0,0,0,0
K05019,9,113,7,7,2,18,5,11,26,5,17
K05020,634,609,214,424,368,465,164,552,572,273,501
K05021,0,0,0,0,0,1,1,0,0,0,0
K05022,3,0,2,0,0,4,2,5,7,2,3
K05023,0,0,0,0,0,0,1,0,0,0,0
K05025,0,0,0,1,0,0,0,0,0,0,0
K05026,0,0,0,0,1,1,1,0,0,0,0
K05028,0,0,0,0,0,0,0,2,0,0,0
K05030,0,3,0,0,2,0,1,1,12,1,0
K05031,4,1,1,2,0,8,1,0,2,2,9
K05032,28,14,32,17,4,13,16,18,23,12,25
K05033,84,40,71,48,26,86,35,60,90,42,41
K05034,50,46,25,28,5,31,14,74,67,15,17
K05035,7,4,4,1,3,7,0,17,12,4,1
K05036,1,2,3,6,0,4,0,4,3,3,0
K05037,9,6,2,5,2,16,4,7,4,2,5
K05038,67,88,122,87,26,129,29,231,249,55,88
K05039,31,223,21,17,19,65,9,43,78,19,10
K05043,0,0,0,0,0,0,0,1,1,0,0
K05048,10,5,20,15,6,30,7,59,33,21,13
K05051,0,0,1,1,2,0,1,0,0,0,4
K05052,0,0,0,0,0,0,0,0,0,0,0
K05053,0,0,0,0,0,0,0,2,3,0,0
K05082,0,0,0,0,0,0,0,0,0,0,0
K05083,2,0,2,0,0,3,0,1,0,0,1
K05084,0,2,0,0,0,1,2,0,2,2,0
K05085,0,2,1,0,2,2,0,1,1,0,0
K05086,0,2,0,0,0,0,2,1,2,0,0
K05087,5,2,7,3,0,8,3,5,10,5,7
K05088,17,12,15,4,3,13,8,17,22,12,7
K05089,1,1,3,0,0,1,2,0,2,2,0
K05090,0,0,1,1,0,1,0,0,3,0,3
K05091,0,0,5,1,0,3,1,1,0,2,1
K05092,3,1,4,0,2,1,0,2,0,3,0
K05093,8,6,9,2,0,16,8,12,9,7,2
K05094,17,13,45,1,1,34,8,23,20,11,8
K05095,0,1,3,0,0,2,0,4,0,1,0
K05096,9,1,8,2,2,6,4,10,5,2,2
K05097,1,0,1,0,0,1,0,0,2,0,0
K05098,0,0,1,0,0,0,1,0,0,1,1
K05099,28,2,15,2,3,25,2,3,15,10,4
K05100,1,2,6,0,3,5,0,0,4,3,2
K05101,0,0,3,0,0,3,6,0,0,1,1
K05102,10,5,13,3,1,8,5,8,9,1,0
K05103,5,6,2,2,1,6,6,2,8,2,7
K05104,13,2,17,1,3,6,2,0,6,3,1
K05105,16,6,18,6,3,27,8,2,12,12,3
K05106,1,2,5,0,0,2,3,3,6,4,0
K05107,9,3,2,3,1,5,0,1,6,0,1
K05108,8,2,7,1,4,10,7,0,9,2,4
K05109,11,0,5,0,1,2,0,0,12,0,2
K05110,58,23,47,12,3,53,30,23,53,24,15
K05111,4,6,9,6,0,8,5,4,5,0,1
K05112,0,0,0,0,0,3,1,0,2,0,0
K05113,2,3,4,0,0,1,1,0,10,6,1
K05114,5,1,9,0,1,4,2,0,7,3,3
K05115,2,0,2,2,1,1,3,1,4,2,1
K05116,2,0,1,0,1,2,2,2,5,1,0
K05117,1,0,3,0,1,0,1,2,2,1,0
K05118,0,5,6,3,3,7,3,3,2,2,8
K05119,4,26,16,4,7,15,14,15,8,15,8
K05120,26,24,42,23,34,43,22,39,21,30,39
K05121,2,0,5,0,0,1,0,0,4,0,2
K05122,60,80,82,32,17,71,28,83,54,28,30
K05123,23,10,7,6,0,10,3,21,11,4,18
K05124,2,0,4,0,0,5,3,4,7,1,0
K05125,6,9,3,6,5,2,2,20,15,9,2
K05126,13,8,19,3,3,22,14,14,16,12,2
K05127,16,5,11,2,0,11,4,4,11,1,1
K05128,6,6,6,3,2,6,5,8,5,2,5
K05129,18,14,20,8,3,17,10,35,20,10,4
K05141,1,0,0,0,0,0,0,0,0,0,0
K05142,0,1,0,0,0,0,0,0,0,0,0
K05143,1,1,1,0,0,0,1,0,0,0,0
K05145,0,0,0,0,0,0,0,0,1,0,0
K05147,0,0,0,0,0,0,0,0,0,0,0
K05148,0,1,0,0,0,0,0,0,1,0,0
K05152,0,1,1,0,0,1,0,0,0,0,1
K05157,0,0,0,0,0,0,0,0,1,0,0
K05163,3,0,2,0,0,0,1,0,0,1,3
K05167,0,0,0,0,0,1,0,0,0,0,0
K05175,5,5,1,1,0,2,6,15,5,3,0
K05181,16,15,17,11,7,9,17,43,26,8,10
K05184,0,0,0,0,0,0,1,0,0,0,0
K05189,0,0,1,1,0,3,0,0,0,0,0
K05190,1,0,2,4,0,2,1,0,4,0,1
K05192,0,0,0,0,0,0,0,0,0,0,1
K05193,0,8,1,1,0,2,1,1,5,3,0
K05194,2,3,1,1,0,1,0,0,1,0,0
K05195,3,0,1,0,1,1,1,5,3,1,1
K05196,0,0,1,0,0,0,0,1,1,0,0
K05197,0,0,0,0,0,0,0,0,0,0,0
K05199,0,0,0,0,0,0,0,0,2,0,0
K05200,0,0,0,0,0,1,0,0,0,0,0
K05201,0,0,0,0,1,0,0,0,0,0,0
K05202,3,5,4,1,5,1,0,2,0,0,2
K05203,0,0,0,0,1,0,0,0,0,0,0
K05204,0,0,0,0,0,0,0,0,2,0,0
K05205,0,0,0,0,0,0,0,0,0,0,0
K05206,0,0,0,0,0,0,0,0,1,2,0
K05207,0,0,0,0,0,0,0,0,0,0,0
K05208,0,2,1,0,0,0,1,8,2,0,1
K05209,0,0,0,0,0,0,0,0,0,0,0
K05210,0,1,1,1,1,4,1,12,11,0,0
K05214,0,1,0,0,0,0,0,1,0,0,0
K05215,1,1,1,0,0,0,0,1,0,0,1
K05216,0,0,0,1,0,0,0,0,1,1,1
K05217,4,0,0,0,0,0,0,0,0,1,0
K05218,39,258,3,4,2,166,3,18,309,15,6
K05219,0,0,0,0,1,0,0,0,3,0,0
K05220,0,0,0,0,0,0,0,0,0,0,0
K05222,1,0,1,1,0,0,0,0,0,1,0
K05236,732,1770,562,364,70,1132,193,869,1983,334,448
K05245,7,44,15,2,9,30,7,6,23,8,3
K05248,0,0,0,0,0,2,0,0,0,0,0
K05271,0,3,0,0,0,0,0,1,1,0,0
K05273,2,2,2,5,1,8,0,34,22,1,4
K05274,0,0,0,0,0,0,0,0,0,0,0
K05275,1170,3460,5708,3750,1432,4340,5431,3200,2860,5389,7085
K05277,0,1,2,0,4,3,4,2,0,0,2
K05278,5,22,27,15,58,26,38,18,33,11,50
K05280,1,6,0,0,0,0,0,2,4,0,0
K05281,23,173,71,69,377,79,217,44,205,144,59
K05282,10,65,84,35,35,59,93,41,36,63,45
K05283,82,558,35,42,5,187,27,80,399,51,24
K05284,140,443,92,69,18,327,50,169,574,52,62
K05285,15,436,27,4,8,87,14,33,86,7,2
K05286,93,669,67,40,39,286,44,73,550,29,46
K05287,2,121,3,2,3,24,3,2,17,0,5
K05288,136,547,65,26,9,391,27,57,603,50,22
K05289,47,530,29,12,4,221,17,16,459,15,14
K05290,127,436,67,58,23,243,37,160,389,73,58
K05291,45,194,32,22,8,72,25,90,87,21,25
K05292,43,625,21,10,2,275,9,26,479,15,17
K05293,32,446,15,9,3,139,4,26,342,10,5
K05294,43,630,8,4,2,280,5,20,499,10,1
K05295,0,0,0,0,6,0,0,0,1,2,0
K05296,619,1338,701,552,935,1310,690,1127,1084,858,938
K05297,1533,1380,681,549,1103,1329,591,1010,950,940,998
K05298,64,837,4,5,12,276,4,54,563,32,25
K05299,9,179,41,10,525,209,41,55,154,54,6
K05301,107,290,440,580,570,521,341,830,117,158,549
K05302,80,1227,27,24,4,352,17,48,506,26,33
K05303,317,274,292,256,340,327,240,367,402,277,294
K05304,148,174,307,259,558,169,393,239,101,412,240
K05305,155,181,145,95,31,157,69,285,240,74,112
K05306,55,118,107,78,1228,124,117,62,109,83,124
K05307,15,50,29,34,2,26,6,44,36,12,44
K05308,29,104,117,18,211,172,160,86,122,275,17
K05309,129,783,158,99,145,340,81,330,536,84,101
K05310,13,15,10,2,0,4,5,11,11,7,6
K05311,0,2,0,0,0,0,0,0,0,0,0
K05312,20,48,80,45,47,52,96,134,138,45,61
K05313,3,31,16,12,11,12,1,104,86,4,14
K05323,15,14,26,15,4,25,9,16,35,16,13
K05330,1,131,8,0,2,10,1,30,21,6,2
K05334,2,2,1,2,0,1,8,4,4,0,2
K05336,0,0,1,0,0,0,0,3,2,1,1
K05337,380,1443,2029,1723,1252,923,1924,1763,954,2071,1288
K05338,0,0,0,0,2,0,0,0,0,0,0
K05339,18,0,2,1,2,3,3,3,1,3,1
K05340,159,254,99,158,199,193,85,107,269,249,137
K05341,4,33,21,49,7,82,22,84,9,49,166
K05342,6,11,9.5,5,50,6.5,5.5,6,7,3,10
K05343,3,2088,62,41,314,346,32,98,1107,32,266
K05346,8,15,16,24,5,15,32,15,6,25,44
K05349,19430,12289,11605,10938,8287,15501,7165,12981,12372,11486,13875
K05350,1271,3656,3280,2772,2331,3826,3021,5478,2225,3193,4676
K05351,175,383,252,278,445,578,188,336,394,541,529
K05352,0,0,0,0,1,0,0,0,0,0,0
K05353,0,0,0,0,0,0,1,0,0,0,0
K05354,1,0,1,0,0,2,0,0,0,0,0
K05355,42,82,42,38,14,41,7,65,57,30,28
K05356,66,1958,4786,3240,37,2241,4082,2264,1061,4645,3603
K05357,31,17,35,36,8,36,14,44,57,20,32
K05358,489,918,203,154,369,990,132,565,834,343,260
K05359,76,414,160,134,131,219,109,154,366,104,94
K05360,1,4,10,3,5,4,8,7,7,6,5
K05361,24,97,28,22,8,29,16,45,40,29,44
K05362,9,13,14,15,20,11,29,19,11,13,25
K05363,0,0,1,0,0,0,1,0,0,0,0
K05364,61,292,187,143,325,274,172,273,200,229,157
K05365,1775,1344,688,613,3158,1427,513,1118,1226,1010,1381
K05366,31997,22292,32948,27911,28561,23946,28543,28630,18306,32178,26721
K05367,589,1117,314,552,834,941,199,604,1035,364,1120
K05368,2,3,13,16,156,18,19,15,34,15,37
K05369,15,804,3091,1274,2,752,2686,609,494,2612,935
K05370,14,881,3278,1220,0,661,2984,789,514,2632,742
K05371,0,832,1244,465,2,644,1788,414,378,2019,397
